_row,anon_polygon_id,date,n16_c60_r125_k2,n16_c60_r125_k3,n16_c80_r125_k2,n16_c80_r125_k3,n12_c60_r125_k2,n8_c80_r125_k3
19362,AOI-0031,2020-06-06,0.44165758,0.44600618,0.44165758,0.44600618,0.44165758,0.44600618
19397,AOI-0031,2020-07-11,0.16829811,0.15917781,0.16829811,0.15917781,0.16829811,0.15917781
19404,AOI-0031,2020-07-18,0.13402017,0.13402017,0.13402017,0.13402017,0.13402017,0.13402017
19414,AOI-0031,2020-07-28,0.13185218,0.13185218,0.13185218,0.13185218,0.13185218,0.13185218
19424,AOI-0031,2020-08-07,,,,,,
19434,AOI-0031,2020-08-17,0.16163758,0.16000918,0.16163758,0.16000918,0.16163758,0.16000918
19439,AOI-0031,2020-08-22,,,,,,
19475,AOI-0031,2020-09-27,0.12975060,0.12437730,0.12975060,0.12437730,0.12975060,0.12437730
19491,AOI-0031,2020-10-13,,,,,,
19497,AOI-0031,2020-10-19,0.09298000,0.09298000,0.09298000,0.09298000,0.09298000,0.09298000
19499,AOI-0031,2020-10-21,0.19051991,0.19051991,0.22386958,0.22386958,0.19051991,0.22386958
19515,AOI-0031,2021-04-07,0.18494289,0.18494289,,,0.18494289,
19555,AOI-0031,2021-05-17,,,,,,
19580,AOI-0031,2021-06-11,0.22418566,0.22418566,,,0.22418566,
19600,AOI-0031,2021-07-01,0.16746614,0.16746614,,,0.16746614,
19615,AOI-0031,2021-07-16,0.14349337,0.14349337,,,0.14349337,
19620,AOI-0031,2021-07-21,,,,,,
19636,AOI-0031,2021-08-06,,,,,,
19655,AOI-0031,2021-08-25,0.16877151,0.16877151,,,0.16877151,
19660,AOI-0031,2021-08-30,0.15861360,0.15861360,,,0.15861360,
19765,AOI-0031,2022-05-14,0.86931910,0.86931910,0.86931910,0.86931910,0.86931910,0.86931910
19792,AOI-0031,2022-06-10,0.58161767,0.59897478,0.58161767,0.59897478,0.58161767,0.59897478
19793,AOI-0031,2022-06-11,0.69525070,0.70363873,0.69525070,0.70363873,0.69525070,0.70363873
19802,AOI-0031,2022-06-20,0.43540953,0.43540953,0.43540953,0.43540953,0.43540953,0.43540953
19803,AOI-0031,2022-06-21,0.38612504,0.38612504,0.38612504,0.38612504,0.38612504,0.38612504
19820,AOI-0031,2022-07-08,0.13578863,0.13578863,0.13578863,0.13578863,0.13578863,0.13578863
19824,AOI-0031,2022-07-12,0.18868073,0.19659214,0.18868073,0.19659214,0.18868073,0.19659214
19882,AOI-0031,2022-09-08,0.13750091,0.13750091,0.13750091,0.13750091,0.13750091,0.13750091
19883,AOI-0031,2022-09-09,0.12686172,0.12686172,0.12686172,0.12686172,0.12686172,0.12686172
19884,AOI-0031,2022-09-10,0.16351843,0.16351843,0.16351843,0.16351843,0.16351843,0.16351843
19885,AOI-0031,2022-09-11,,,,,,
19900,AOI-0031,2022-09-26,,,,,,
19903,AOI-0031,2022-09-29,0.13680614,0.13680614,0.13680614,0.13680614,0.13680614,0.13680614
19938,AOI-0031,2023-04-04,0.38009948,0.36683146,0.36211684,0.36211684,0.38009948,0.36211684
19961,AOI-0031,2023-04-27,0.44264981,0.42156352,0.42460345,0.43644462,0.44264981,0.43644462
19981,AOI-0031,2023-05-17,0.46852319,0.43324293,0.48356044,0.48356044,0.46852319,0.48356044
20012,AOI-0031,2023-06-17,,,,,,
20018,AOI-0031,2023-06-23,0.41096884,0.40010594,0.45385408,0.42114177,0.41096884,0.42114177
20021,AOI-0031,2023-06-26,0.36419485,0.37712750,0.39817361,0.40817231,0.36419485,0.40817231
20036,AOI-0031,2023-07-11,0.25904556,0.25904556,,,0.25904556,
20071,AOI-0031,2023-08-15,0.22707084,0.23008650,0.22539198,0.22539198,0.22707084,0.22539198
20106,AOI-0031,2023-09-19,0.22839962,0.23381941,0.22839962,0.22639548,0.22839962,0.22639548
20107,AOI-0031,2023-09-20,0.25753470,0.25753470,,,0.25753470,
20117,AOI-0031,2023-09-30,0.25704462,0.25964421,0.25704462,0.25351654,0.25704462,0.25351654
20132,AOI-0031,2023-10-15,,,,,,
20141,AOI-0031,2023-10-24,,,,,,
20180,AOI-0031,2024-05-03,0.19374128,0.19374128,,,0.19374128,
20210,AOI-0031,2024-06-02,0.20258539,0.20585929,,,0.20258539,
20240,AOI-0031,2024-07-02,0.17408537,0.17677668,,,0.17408537,
20248,AOI-0031,2024-07-10,0.14446826,0.14492702,,,0.14446826,
20251,AOI-0031,2024-07-13,0.16689456,0.16041992,,,0.16689456,
20278,AOI-0031,2024-08-09,0.14734006,0.14561134,,,0.14734006,
20285,AOI-0031,2024-08-16,0.14251672,0.14251672,,,0.14251672,
20295,AOI-0031,2024-08-26,0.14610312,0.14610312,,,0.14610312,
20379,AOI-0031,2025-04-19,0.53852900,0.56844893,0.53852900,0.56844893,0.53852900,0.56844893
20383,AOI-0031,2025-04-23,0.54896283,0.58468664,0.54896283,0.58468664,0.54896283,0.58468664
20442,AOI-0031,2025-06-21,0.48718093,0.50655476,0.48718093,0.50655476,0.48718093,0.50655476
20463,AOI-0031,2025-07-12,0.20931563,0.22895189,0.20931563,0.22895189,0.20931563,0.22895189
20466,AOI-0031,2025-07-15,0.20549410,0.20610966,0.20549410,0.20610966,0.20549410,0.20610966
20488,AOI-0031,2025-08-06,0.18171357,0.18661443,0.18171357,0.18661443,0.18171357,0.18661443
20491,AOI-0031,2025-08-09,0.17909825,0.16479066,0.17909825,0.16479066,0.17909825,0.16479066
20521,AOI-0031,2025-09-08,0.15227414,0.15939855,0.15227414,0.15939855,0.15227414,0.15939855
20528,AOI-0031,2025-09-15,0.18476473,0.19225203,0.18476473,0.19225203,0.18476473,0.19225203
20530,AOI-0031,2025-09-17,0.20904636,0.20556744,0.20904636,0.20556744,0.20904636,0.20556744
20545,AOI-0031,2025-10-02,0.21813077,0.23137616,0.21813077,0.23137616,0.21813077,0.23137616
20565,AOI-0031,2025-10-22,0.20700877,0.20700877,0.20700877,0.20700877,0.20700877,0.20700877
20638,AOI-0032,2010-06-04,,,,,0.24743594,0.24743594
20644,AOI-0032,2010-06-10,0.21910604,0.21910604,,,0.27312228,0.34715472
20654,AOI-0032,2010-06-20,0.18378639,0.18378639,,,0.18378639,
20676,AOI-0032,2010-07-12,0.17994687,0.17994687,,,0.21759113,0.21866146
20711,AOI-0032,2010-08-16,0.16097799,0.16097799,,,0.16097799,
20740,AOI-0032,2010-09-14,,,,,0.22995938,0.23485207
20756,AOI-0032,2010-09-30,0.17135905,0.17135905,,,0.18186487,0.22507032
20889,AOI-0032,2011-07-12,0.31622334,0.31622334,0.31622334,0.31622334,0.31622334,0.31622334
20937,AOI-0032,2011-08-29,0.31523916,0.31523916,0.31523916,0.31523916,0.31523916,0.31250977
20950,AOI-0032,2011-09-11,0.17717580,0.17717580,0.17717580,0.17717580,0.17717580,0.17717580
20967,AOI-0032,2011-09-28,0.19927316,0.19927316,0.19927316,0.19927316,0.19927316,0.19927316
21005,AOI-0032,2012-04-06,,,,,,0.27724838
21030,AOI-0032,2012-05-01,,,,,,
21085,AOI-0032,2012-06-25,,,,,,0.28132415
21190,AOI-0032,2012-10-08,,,,,,
21261,AOI-0032,2013-05-19,,,,,,
21262,AOI-0032,2013-05-20,,,,,,
21283,AOI-0032,2013-06-10,,,,,,
21285,AOI-0032,2013-06-12,,,,,,
21286,AOI-0032,2013-06-13,,,,,,
21325,AOI-0032,2013-07-22,,,,,,
21333,AOI-0032,2013-07-30,,,,,,
21347,AOI-0032,2013-08-13,,,,,,
21363,AOI-0032,2013-08-29,,,,,,
21379,AOI-0032,2013-09-14,,,,,,
21502,AOI-0032,2014-06-16,0.46452872,0.46452872,0.46452872,0.46452872,0.46452872,0.46452872
21512,AOI-0032,2014-06-26,0.27353530,0.29215000,0.27353530,0.29215000,0.27353530,0.34109132
21528,AOI-0032,2014-07-12,0.25062916,0.24542465,0.25062916,0.24542465,0.25062916,0.27823185
21581,AOI-0032,2014-09-03,0.12882836,0.12188682,0.12882836,0.12188682,0.12882836,0.12188682
21661,AOI-0032,2015-04-23,0.22034910,0.22034910,,,0.22034910,0.33552648
21717,AOI-0032,2015-06-18,0.35377877,0.35377877,,,0.35377877,
21742,AOI-0032,2015-07-13,0.23952189,0.23952189,,,0.23952189,
21806,AOI-0032,2015-09-15,0.23649428,0.23649428,,,0.23649428,
21814,AOI-0032,2015-09-23,0.25081744,0.25081744,,,0.25081744,
21821,AOI-0032,2015-09-30,0.24062607,0.24062607,,,0.24062607,0.20818865
21857,AOI-0032,2016-04-06,,,,,,0.18235593
21861,AOI-0032,2016-04-10,,,,,,
21884,AOI-0032,2016-05-03,,,,,,
21921,AOI-0032,2016-06-09,,,,,,0.32818088
21940,AOI-0032,2016-06-28,,,,,,
21957,AOI-0032,2016-07-15,,,,,,
21972,AOI-0032,2016-07-30,,,,,,
21989,AOI-0032,2016-08-16,,,,,,
22013,AOI-0032,2016-09-09,,,,,,
22052,AOI-0032,2016-10-18,,,,,,
22068,AOI-0032,2017-04-04,0.25246309,0.22344006,0.25246309,0.22344006,0.25246309,0.22344006
22092,AOI-0032,2017-04-28,0.60176791,0.58301889,0.60176791,0.58301889,0.60176791,0.58301889
22103,AOI-0032,2017-05-09,0.75421107,0.76554390,0.75421107,0.76554390,0.75421107,0.76554390
22157,AOI-0032,2017-07-02,0.21276306,0.21575707,0.21276306,0.21575707,0.21276306,0.21575707
22188,AOI-0032,2017-08-02,0.16180899,0.16180899,0.16180899,0.16180899,0.16180899,0.16180899
22197,AOI-0032,2017-08-11,0.10481171,0.10025974,0.10481171,0.10025974,0.10481171,0.10025974
22205,AOI-0032,2017-08-19,0.09377428,0.09377428,0.09377428,0.09377428,0.09377428,0.09377428
22213,AOI-0032,2017-08-27,0.15554776,0.15554776,0.15554776,0.15554776,0.15554776,0.15554776
22220,AOI-0032,2017-09-03,0.15658737,0.15658737,0.15658737,0.15658737,0.15658737,0.15658737
22229,AOI-0032,2017-09-12,0.26581619,0.26581619,0.26581619,0.26581619,0.26581619,0.26581619
22292,AOI-0032,2018-04-15,,,,,,
22348,AOI-0032,2018-06-10,,,,,,
22357,AOI-0032,2018-06-19,,,,,,
22444,AOI-0032,2018-09-14,,,,,,
22453,AOI-0032,2018-09-23,,,,,,
22460,AOI-0032,2018-09-30,,,,,,
22467,AOI-0032,2018-10-07,,,,,,
22472,AOI-0032,2018-10-12,,,,,,
22516,AOI-0032,2019-04-26,0.60260921,0.61966601,0.60260921,0.61966601,0.60260921,0.61966601
22518,AOI-0032,2019-04-28,0.52120469,0.52120469,0.52120469,0.52120469,0.52120469,0.52120469
22538,AOI-0032,2019-05-18,0.77276402,0.75742709,0.77276402,0.75742709,0.77276402,0.75742709
22540,AOI-0032,2019-05-20,0.75213933,0.75213933,0.75213933,0.75213933,0.75213933,0.75213933
22550,AOI-0032,2019-05-30,,,,,,
22565,AOI-0032,2019-06-14,,,,,,
22570,AOI-0032,2019-06-19,0.31050723,0.31050723,0.31050723,0.31050723,0.30863222,0.31835595
22604,AOI-0032,2019-07-23,,,,,,
22668,AOI-0032,2019-09-25,0.16895517,0.16895517,0.16895517,0.16895517,0.16895517,0.16895517
22678,AOI-0032,2019-10-05,,,,,,
22684,AOI-0032,2019-10-11,0.38783514,0.38783514,0.38783514,0.38783514,0.38783514,0.38783514
22698,AOI-0032,2019-10-25,0.21617446,0.21617446,0.21617446,0.21617446,0.22811496,0.23502892
22701,AOI-0032,2019-10-28,-0.02864218,-0.02864218,-0.02864218,-0.02864218,-0.03699179,-0.00462319
22760,AOI-0032,2020-05-27,0.41667850,0.42407790,0.41667850,0.42407790,0.41667850,0.42407790
22763,AOI-0032,2020-05-30,0.38475003,0.39840540,0.38475003,0.39840540,0.38475003,0.39840540
22788,AOI-0032,2020-06-24,0.25595346,0.23096923,0.25595346,0.23096923,0.25595346,0.23096923
22790,AOI-0032,2020-06-26,0.16246461,0.17029434,0.16246461,0.17029434,0.16246461,0.17029434
22830,AOI-0032,2020-08-05,0.11542620,0.11831735,0.11542620,0.11831735,0.11542620,0.11831735
22832,AOI-0032,2020-08-07,,,,,,
22869,AOI-0032,2020-09-13,0.17272023,0.17452092,0.17272023,0.17452092,0.17272023,0.17452092
22884,AOI-0032,2020-09-28,,,,,,
22885,AOI-0032,2020-09-29,0.13487751,0.14374089,0.13487751,0.14374089,0.13487751,0.14374089
22891,AOI-0032,2020-10-05,0.12440635,0.12469629,0.12440635,0.12440635,0.12440635,0.12440635
22892,AOI-0032,2020-10-06,0.15216575,0.15216575,0.15216575,0.15216575,0.15216575,0.15216575
22910,AOI-0032,2020-10-24,0.12463490,0.11625856,0.12463490,0.11625856,0.12463490,0.11625856
22920,AOI-0032,2021-04-04,,,,,,
22939,AOI-0032,2021-04-23,,,,,,
22947,AOI-0032,2021-05-01,,,,,,
22971,AOI-0032,2021-05-25,,,,,,
22995,AOI-0032,2021-06-18,,,,,,
23008,AOI-0032,2021-07-01,,,,,,
23025,AOI-0032,2021-07-18,,,,,,
23075,AOI-0032,2021-09-06,,,,,,
23084,AOI-0032,2021-09-15,,,,,,
23107,AOI-0032,2021-10-08,,,,,,
23155,AOI-0032,2022-04-26,0.82180703,0.82180703,0.82180703,0.82180703,0.82180703,0.82180703
23168,AOI-0032,2022-05-09,0.77031295,0.77031295,0.77031295,0.77031295,0.77322625,0.76655309
23172,AOI-0032,2022-05-13,0.87258219,0.87258219,0.87258219,0.87258219,0.87258219,0.87258219
23188,AOI-0032,2022-05-29,0.88234916,0.88234916,0.88234916,0.88234916,0.88234916,0.88234916
23196,AOI-0032,2022-06-06,0.81842327,0.81842327,0.81842327,0.81842327,0.81842327,0.81842327
23203,AOI-0032,2022-06-13,0.59862331,0.59862331,0.59862331,0.59862331,0.61165231,0.61165231
23220,AOI-0032,2022-06-30,0.30309558,0.30309558,0.30309558,0.30309558,0.30921016,0.30001162
23252,AOI-0032,2022-08-01,0.17403282,0.17403282,0.17403282,0.17403282,0.17403282,0.17403282
23253,AOI-0032,2022-08-02,0.11280221,0.11280221,0.11280221,0.11280221,0.11280221,0.11280221
23266,AOI-0032,2022-08-15,0.11976741,0.11976741,0.11976741,0.11976741,0.11976741,0.11976741
23275,AOI-0032,2022-08-24,0.15289674,0.15289674,0.15289674,0.15289674,0.15289674,0.15289674
23280,AOI-0032,2022-08-29,0.17633904,0.17633904,0.17633904,0.17633904,0.17297863,0.17691772
23293,AOI-0032,2022-09-11,,,,,,
23349,AOI-0032,2023-04-07,0.21060510,0.24821326,0.21060510,0.21060510,0.21060510,0.21060510
23354,AOI-0032,2023-04-12,,,,,,
23384,AOI-0032,2023-05-12,0.20275662,0.24804968,0.20275662,0.20275662,0.20275662,0.20275662
23387,AOI-0032,2023-05-15,0.22607998,0.26680504,0.22607998,0.22607998,0.22607998,0.22607998
23396,AOI-0032,2023-05-24,,,,,,
23409,AOI-0032,2023-06-06,0.29354113,0.30946638,0.29354113,0.29354113,0.29354113,0.29354113
23421,AOI-0032,2023-06-18,0.41363347,0.41363347,,,0.41363347,
23459,AOI-0032,2023-07-26,0.39576186,0.38709968,0.45380627,0.45380627,0.39576186,0.45380627
23461,AOI-0032,2023-07-28,0.37720771,0.35610776,0.37720771,0.37720771,0.37720771,0.37720771
23472,AOI-0032,2023-08-08,0.27854085,0.28080967,0.29806710,0.29806710,0.27854085,0.29806710
23496,AOI-0032,2023-09-01,0.28510601,0.28510601,,,0.28510601,
23506,AOI-0032,2023-09-11,0.25315814,0.24838769,0.25315814,0.25315814,0.25315814,0.25315814
23519,AOI-0032,2023-09-24,0.22761254,0.22761254,0.20531891,0.20531891,0.19838130,0.20531891
23562,AOI-0032,2024-04-07,0.21709596,0.21428498,,,0.21709596,
23591,AOI-0032,2024-05-06,0.20511819,0.21519768,,,0.20511819,
23619,AOI-0032,2024-06-03,0.20939842,0.20935219,,,0.20939842,
23658,AOI-0032,2024-07-12,0.14801654,0.15018419,,,0.14801654,
23671,AOI-0032,2024-07-25,0.15126296,0.15052765,,,0.15126296,
23676,AOI-0032,2024-07-30,0.14269522,0.14437690,,,0.14269522,
23699,AOI-0032,2024-08-22,0.16733177,0.16269287,,,0.16733177,
23707,AOI-0032,2024-08-30,0.16853693,0.16853693,,,0.16550178,
23721,AOI-0032,2024-09-13,0.15582520,0.15502127,,,0.15582520,
23726,AOI-0032,2024-09-18,0.16608491,0.16365347,,,0.16608491,
23743,AOI-0032,2024-10-05,0.14706575,0.14706575,,,0.14706575,
23753,AOI-0032,2024-10-15,0.18232807,0.17642457,,,0.18232807,
23761,AOI-0032,2024-10-23,0.15885601,0.15780861,,,0.15885601,
23804,AOI-0032,2025-05-06,0.62304844,0.62799429,0.62304844,0.62799429,0.62304844,0.62799429
23826,AOI-0032,2025-05-28,0.74200019,0.72819519,0.74200019,0.72819519,0.74200019,0.72819519
23859,AOI-0032,2025-06-30,0.28582635,0.26995836,0.28582635,0.26995836,0.28582635,0.26995836
23866,AOI-0032,2025-07-07,0.24198787,0.22359694,0.24198787,0.22359694,0.24198787,0.22359694
23869,AOI-0032,2025-07-10,0.21515697,0.20546925,0.21515697,0.20546925,0.21515697,0.20546925
23903,AOI-0032,2025-08-13,0.20926088,0.21972850,0.20926088,0.21972850,0.20926088,0.21972850
23906,AOI-0032,2025-08-16,0.14473431,0.15198861,0.14473431,0.15198861,0.14473431,0.15198861
23914,AOI-0032,2025-08-24,0.12736876,0.12642060,0.12736876,0.12642060,0.12736876,0.12642060
23921,AOI-0032,2025-08-31,0.14109917,0.13688625,0.14109917,0.13688625,0.14109917,0.13688625
23924,AOI-0032,2025-09-03,0.11355167,0.07720969,0.11355167,0.07720969,0.11355167,0.07720969
23959,AOI-0032,2025-10-08,0.14397669,0.14906685,0.14397669,0.14906685,0.14397669,0.14906685
24009,AOI-0033,2025-04-28,0.28420778,0.26466707,,,0.28420778,
24031,AOI-0033,2025-05-20,0.28344188,0.28344188,,,0.28344188,
24052,AOI-0033,2025-06-10,0.45147175,0.47072203,,,0.45147175,
24064,AOI-0033,2025-06-22,,,,,,
24077,AOI-0033,2025-07-05,0.51588993,0.49253341,,,0.51588993,
24082,AOI-0033,2025-07-10,0.38769367,0.44013603,,,0.38769367,
24149,AOI-0033,2025-09-15,0.25807825,0.24943366,,,0.25807825,
24219,AOI-0034,2025-04-25,0.17127869,0.17127869,0.17374058,0.17374058,0.17127869,0.17374058
24230,AOI-0034,2025-05-06,0.16709282,0.16709282,0.16587364,0.16587364,0.16709282,0.16587364
24233,AOI-0034,2025-05-09,0.29389124,0.29389124,0.27647762,0.27647762,0.29389124,0.27647762
24265,AOI-0034,2025-06-10,0.22235150,0.22235150,,,0.22235150,
24270,AOI-0034,2025-06-15,0.15130750,0.15130750,0.15130750,0.15130750,0.15130750,0.15130750
24276,AOI-0034,2025-06-21,0.21512057,0.21512057,0.22082900,0.22082900,0.21512057,0.22082900
24292,AOI-0034,2025-07-07,0.13522587,0.13522587,0.13469684,0.13469684,0.13522587,0.13469684
24295,AOI-0034,2025-07-10,0.14186435,0.14218891,0.13820072,0.13820072,0.14186435,0.13820072
24301,AOI-0034,2025-07-16,0.23582350,0.23582350,0.23582350,0.23582350,0.23582350,0.23582350
24347,AOI-0034,2025-08-31,0.12713636,0.12713636,,,0.12713636,
24360,AOI-0034,2025-09-13,0.14151825,0.14151825,0.14156898,0.14156898,0.14151825,0.14156898
24370,AOI-0034,2025-09-23,0.16091626,0.15798656,0.14701178,0.14701178,0.16091626,0.14701178
24379,AOI-0034,2025-10-02,,,,,,
24393,AOI-0034,2025-10-16,0.58746377,0.55601652,0.74113021,0.74113021,0.58746377,0.74113021
24422,AOI-0035,2025-05-16,0.13353083,0.13353083,0.12950109,0.12950109,0.13353083,0.12950109
24423,AOI-0035,2025-05-20,0.18299655,0.18299655,0.18375190,0.18375190,0.18299655,0.18375190
24428,AOI-0035,2025-06-05,0.14563902,0.14563902,0.13880167,0.13880167,0.14563902,0.13880167
24430,AOI-0035,2025-06-07,0.14062371,0.14062371,0.13705112,0.13705112,0.14062371,0.13705112
24431,AOI-0035,2025-06-10,0.16450527,0.16450527,,,0.16450527,
24454,AOI-0035,2025-07-30,0.12933362,0.12965790,0.12516342,0.12516342,0.12933362,0.12516342
24467,AOI-0035,2025-08-31,0.12137718,0.12137718,,,0.12137718,
24479,AOI-0035,2025-09-26,0.17049096,0.17049096,0.17314453,0.17314453,0.17049096,0.17314453
24480,AOI-0035,2025-09-28,0.14783725,0.14783725,0.14686888,0.14686888,0.14783725,0.14686888
24482,AOI-0035,2025-10-02,,,,,,
24490,AOI-0035,2025-10-30,0.52339776,0.52339776,0.52339776,0.52339776,0.52339776,0.52339776
24536,AOI-0036,2025-05-16,0.56792970,0.58376986,0.56792970,0.58376986,0.56792970,0.58376986
24597,AOI-0036,2025-07-16,0.29701755,0.28290507,0.29701755,0.28290507,0.29701755,0.28290507
24613,AOI-0036,2025-08-01,0.18360151,0.18432111,0.18360151,0.18432111,0.18360151,0.18432111
24621,AOI-0036,2025-08-09,0.16740743,0.17406220,0.16740743,0.17406220,0.16740743,0.17406220
24635,AOI-0036,2025-08-23,0.20415419,0.19575877,0.20415419,0.19575877,0.20415419,0.19575877
24675,AOI-0036,2025-10-02,0.18962175,0.18037504,0.18962175,0.18037504,0.18962175,0.18037504
24710,AOI-0037,2025-04-07,0.59660830,0.58505642,0.59660830,0.58505642,0.59660830,0.58505642
24719,AOI-0037,2025-04-16,0.54464752,0.54477592,0.54464752,0.54477592,0.54464752,0.54477592
24756,AOI-0037,2025-05-23,0.59527765,0.60280422,0.59527765,0.60280422,0.59527765,0.60280422
24794,AOI-0037,2025-06-30,0.37212035,0.37009298,0.37212035,0.37009298,0.37212035,0.37009298
24808,AOI-0037,2025-07-14,0.26227317,0.25934477,0.26227317,0.25934477,0.26227317,0.25934477
24817,AOI-0037,2025-07-23,0.27916391,0.28292791,0.27916391,0.28292791,0.27916391,0.28292791
24834,AOI-0037,2025-08-09,0.22944629,0.22811053,0.22944629,0.22811053,0.22944629,0.22811053
24841,AOI-0037,2025-08-16,0.22558772,0.22721757,0.22558772,0.22721757,0.22558772,0.22721757
24868,AOI-0037,2025-09-12,0.21031155,0.21476824,0.21031155,0.21476824,0.21031155,0.21476824
24869,AOI-0037,2025-09-13,0.22099179,0.22326189,0.22099179,0.22326189,0.22099179,0.22326189
24879,AOI-0037,2025-09-23,0.21174618,0.23410016,0.21174618,0.23410016,0.21174618,0.23410016
24882,AOI-0037,2025-09-26,0.25441576,0.25824898,0.25441576,0.25824898,0.25441576,0.25824898
24886,AOI-0037,2025-09-30,0.29069505,0.28415996,0.29069505,0.28415996,0.29069505,0.28415996
24891,AOI-0037,2025-10-05,0.20116674,0.20913716,0.20116674,0.20913716,0.20116674,0.20913716
24923,AOI-0038,2025-04-07,0.44508443,0.45232851,0.44508443,0.45232851,0.44508443,0.45232851
24941,AOI-0038,2025-04-25,0.45437244,0.46652007,0.45437244,0.46652007,0.45437244,0.46652007
24991,AOI-0038,2025-06-14,0.41228695,0.40614982,0.41228695,0.40614982,0.41228695,0.40614982
25017,AOI-0038,2025-07-10,0.21423285,0.22215802,0.21423285,0.22215802,0.21423285,0.22215802
25022,AOI-0038,2025-07-15,0.20515909,0.19787485,0.20515909,0.19787485,0.20515909,0.19787485
25052,AOI-0038,2025-08-14,0.18898607,0.19006744,0.18898607,0.19006744,0.18898607,0.19006744
25071,AOI-0038,2025-09-02,0.22063057,0.21610691,0.22063057,0.21610691,0.22063057,0.21610691
25104,AOI-0038,2025-10-05,0.15215614,0.15956809,0.15215614,0.15956809,0.15215614,0.15956809
25107,AOI-0038,2025-10-08,0.18987438,0.18419603,0.18987438,0.18419603,0.18987438,0.18419603
25115,AOI-0038,2025-10-16,0.23669119,0.23953680,0.23669119,0.23953680,0.23669119,0.23953680
25141,AOI-0039,2025-05-04,0.69671752,0.68561095,0.69671752,0.68561095,0.69671752,0.68561095
25143,AOI-0039,2025-05-08,0.67626404,0.68478652,0.67626404,0.68478652,0.67626404,0.68478652
25151,AOI-0039,2025-05-28,0.66963037,0.65661607,0.66963037,0.65661607,0.66963037,0.65661607
25166,AOI-0039,2025-07-10,0.45601953,0.43760594,0.45601953,0.43760594,0.45601953,0.43760594
25179,AOI-0039,2025-08-06,0.37241559,0.36729032,0.37241559,0.36729032,0.37241559,0.36729032
25187,AOI-0039,2025-08-24,0.31329998,0.32153899,0.31329998,0.32153899,0.31329998,0.32153899
25194,AOI-0039,2025-09-08,0.30801496,0.31803696,0.30801496,0.31803696,0.30801496,0.31803696
25196,AOI-0039,2025-09-12,0.31350238,0.31618463,0.31350238,0.31618463,0.31350238,0.31618463
25198,AOI-0039,2025-09-14,0.37247482,0.37877051,0.37247482,0.37877051,0.37247482,0.37877051
25203,AOI-0039,2025-09-26,0.35964676,0.36105759,0.35964676,0.36105759,0.35964676,0.36105759
25212,AOI-0039,2025-10-23,0.37639465,0.38405240,0.37639465,0.38405240,0.37639465,0.38405240
25215,AOI-0040,2025-04-02,0.34425314,0.35903440,0.34425314,0.35903440,0.34425314,0.35903440
25216,AOI-0040,2025-04-03,0.42994990,0.43560899,0.42994990,0.43560899,0.42994990,0.43560899
25249,AOI-0040,2025-05-06,0.66395243,0.66872470,0.66395243,0.66872470,0.66395243,0.66872470
25281,AOI-0040,2025-06-07,0.68771617,0.67057584,0.68771617,0.67057584,0.68771617,0.67057584
25312,AOI-0040,2025-07-08,0.28347862,0.27499040,0.28347862,0.27499040,0.28347862,0.27499040
25378,AOI-0040,2025-09-12,0.13488686,0.12749061,0.13488686,0.12749061,0.13488686,0.12749061
25379,AOI-0040,2025-09-13,0.12687182,0.13858929,0.12687182,0.13858929,0.12687182,0.13858929
